"location","lon","lat","counts","positive.counts","negative.counts","neutral.counts"
"STORY CITY IA",-93.59599304,42.18712616,3,2,0,1
"STOUGHTON MA",-71.10134888,42.12547302,15,6,3,6
"STOUGHTON WI",-89.21815491,42.91680145,2,0,0,2
"STOW MA",-71.50474548,42.43725204,2,0,1,1
"STOW OH",-81.44025421,41.1593895,42,13,11,18
"STOWE VT",-72.68366241,44.46540451,8,3,2,3
"STRATFORD CT",-73.13223267,41.18459702,25,6,7,12
"STRATFORD OK",-96.95996857,34.7968483,1,0,1,0
"STROUDSBURG PA",-75.19365692,40.98681259,3,1,1,1
"STRUTHERS OH",-80.59054565,41.05240631,6,2,2,2
"STUART FL",-80.25237274,27.19645882,50,24,11,15
"STUART NE",-99.14349365,42.59927368,1,1,0,0
"STUART VA",-80.26490784,36.64115906,15,5,4,6
"STURGEON BAY WI",-87.37574005,44.83692169,2,0,1,1
"STURGIS KY",-87.98410797,37.54692459,4,0,2,2
"STURGIS MI",-85.41933441,41.7995491,3,0,2,1
"STURGIS SD",-103.5133972,44.41167831,1,0,1,0
"STUTTGART AR",-91.55264282,34.50066376,6,2,2,2
"SUDBURY MA",-71.409729,42.38088989,1,0,0,1
"SUFFERN NY",-74.14870453,41.11490631,2,1,0,1
"SUFFOLK VA",-76.58317566,36.72846985,133,26,38,69
"SUGAR CREEK MO",-94.44507599,39.10963821,1,1,0,0
"SUGAR HILL GA",-84.03327179,34.10667801,12,6,2,4
"SUGAR LAND TX",-95.6352005,29.61997795,121,34,35,52
"SULLIGENT AL",-88.13464355,33.90181732,6,5,1,0
"SULLIVAN MO",-91.16096497,38.20802689,14,3,2,9
"SULPHUR LA",-93.37752533,30.23687744,4,1,3,0
"SULPHUR OK",-96.96926117,34.5080719,3,3,0,0
"SULPHUR ROCK AR",-91.50110626,35.75118637,2,1,0,1
"SULPHUR SPRINGS TX",-95.60125732,33.13871002,10,2,1,7
"SUMMERDALE AL",-87.69980621,30.48824692,2,0,1,1
"SUMMERFIELD NC",-79.9040451,36.20918274,1,0,0,1
"SUMMERSVILLE WV",-80.85063171,38.27550125,3,1,0,2
"SUMMERVILLE SC",-80.17547607,33.01868439,105,24,37,44
"SUMMIT IL",-87.81018066,41.78816223,11,2,0,9
"SUMMIT NJ",-74.3586731,40.74148178,7,0,5,2
"SUMNER WA",-122.2424011,47.20277405,5,2,2,1
"SUMTER SC",-80.34135437,33.92088318,40,5,11,24
"SUN PRAIRIE WI",-89.21392059,43.18373108,33,11,5,17
"SUN VALLEY ID",-114.3539352,43.69688034,7,5,1,1
"SUNBURY PA",-76.79363251,40.86275864,2,1,1,0
"SUNNYSIDE WA",-120.0105743,46.32343674,1,0,1,0
"SUNNYVALE CA",-122.0380707,37.36878967,289,96,80,113
"SUNNYVALE TX",-96.56118774,32.7967453,8,3,2,3
"SUNRISE FL",-80.2282486,26.14059067,42,12,5,25
"SUNSET HILLS MO",-90.40755463,38.53887558,1,0,1,0
"SUNSET LA",-92.06873322,30.41154289,4,0,2,2
"SUPERIOR CO",-105.169548,39.95254517,11,4,5,2
"SUPERIOR WI",-92.10461426,46.72050476,4,0,0,4
"SURF CITY NC",-77.54553986,34.42726898,13,2,4,7
"SURFSIDE BEACH SC",-78.97283173,33.6062355,17,6,3,8
"SURFSIDE FL",-80.12493134,25.87931252,37,6,18,13
"SUSANVILLE CA",-120.6552582,40.41608047,1,0,0,1
"SUSQUEHANNA PA",-75.59903717,41.94361877,2,1,1,0
"SUSSEX WI",-88.22231293,43.13374329,1,0,0,1
"SUTHERLIN OR",-123.3144531,43.38960648,7,4,1,2
"SUWANEE GA",-84.0713501,34.05178452,32,13,6,13
"SWAINSBORO GA",-82.33340454,32.59764099,1,1,0,0
"SWAMPSCOTT MA",-70.91659546,42.47095108,2,0,1,1
"SWANSBORO NC",-77.12390137,34.68983078,1,0,0,1
"SWANSEA IL",-89.98918152,38.53406143,29,7,8,14
"SWARTHMORE PA",-75.34899139,39.90222549,9,3,3,3
"SWARTZ CREEK MI",-83.8306427,42.95724869,6,2,1,3
"SWEDESBORO NJ",-75.3094635,39.74773026,4,0,0,4
"SWEENY TX",-95.69893646,29.03920364,30,9,12,9
"SWEETWATER TN",-84.46063232,35.60184479,1,0,0,1
"SWEETWATER TX",-100.4070358,32.47128296,5,3,1,1
"SWISHER IA",-91.69330597,41.84576416,2,1,0,1
"SWISSVALE PA",-79.88240814,40.42403793,2,0,0,2
"SYCAMORE IL",-88.68714142,41.98875427,8,5,2,1
"SYCAMORE OH",-83.17075348,40.94967651,2,0,2,0
"SYKESVILLE MD",-76.96707916,39.37390518,13,3,5,5
"SYLACAUGA AL",-86.25159454,33.17354202,12,3,7,2
"SYLVA NC",-83.22544861,35.37376022,3,1,0,2
"SYLVANIA OH",-83.71266174,41.71902466,128,38,39,51
"SYLVESTER GA",-83.83532715,31.53106117,1,0,0,1
"SYRACUSE NY",-76.14653015,43.04846191,1587,462,446,679
"TABERNACLE NJ",-74.70965576,39.84401703,1,0,1,0
"TACOMA WA",-122.4466705,47.25242233,1645,484,452,709
"TAFT TX",-97.39922333,27.97969055,1,0,1,0
"TAHLEQUAH OK",-94.9703064,35.91559982,34,12,8,14
"TAKOMA PARK MD",-77.00667572,38.97793198,89,27,29,33
"TALENT OR",-122.7902298,42.24512863,1,0,0,1
"TALLADEGA AL",-86.10553741,33.43610001,20,7,3,10
"TALLAHASSEE FL",-84.27896881,30.44669914,1471,418,399,654
"TALLAPOOSA GA",-85.2878418,33.74494553,2,1,0,1
"TALLMADGE OH",-81.44173431,41.10177231,2,1,1,0
"TALLULA IL",-89.93762207,39.94442749,4,0,3,1
"TALLULAH LA",-91.18704987,32.40855789,12,1,7,4
"TAMA IA",-92.58396149,41.97137451,1,1,0,0
"TAMAQUA PA",-75.96853638,40.79745102,1,0,0,1
"TAMARAC FL",-80.22389984,26.19458199,32,9,5,18
"TAMPA FL",-82.4580307,27.94833755,6074,1663,1724,2687
"TAMPICO IL",-89.78656006,41.63049698,2,1,1,0
"TANANA AK",-152.0746002,65.16492462,4,0,1,3
"TANEYTOWN MD",-77.17409515,39.65792084,1,0,1,0
"TANGENT OR",-123.1104889,44.54080582,3,1,0,2
"TAOS NM",-105.5769424,36.40658188,263,94,64,105
"TARBORO NC",-77.5349884,35.89706039,5,2,3,0
"TARENTUM PA",-79.75936127,40.60139465,1,0,0,1
"TARPON SPRINGS FL",-82.75656128,28.14682198,403,116,128,159
"TARRYTOWN NY",-73.85806274,41.07656097,3,2,0,1
"TAUNTON MA",-71.08903503,41.900177,14,4,3,7
"TAVARES FL",-81.72516632,28.80491257,3,0,1,2
"TAYLOR MI",-83.26967621,42.24112701,37,9,9,19
"TAYLOR MILL KY",-84.49630737,38.99780273,1,0,1,0
"TAYLOR TX",-97.41002655,30.57122421,3,2,0,1
"TAYLORSVILLE KY",-85.34210968,38.03184128,3,1,1,1
"TAYLORVILLE IL",-89.29446411,39.5492363,53,14,11,28
"TAZEWELL VA",-81.51947021,37.11498642,2,0,2,0
"TEA SD",-96.83795166,43.44678497,31,5,8,18
"TEANECK NJ",-74.01485443,40.89759064,151,42,39,70
"TECUMSEH KS",-95.57958984,39.04811478,4,1,1,2
"TECUMSEH MI",-83.94480133,42.00404358,23,7,11,5
"TEHACHAPI CA",-118.4508972,35.132164,8,0,3,5
"TEHAMA CA",-122.1255112,40.02666092,1,0,1,0
"TEKONSHA MI",-84.98558044,42.09355927,1,0,0,1
"TELL CITY IN",-86.76784515,37.95154953,4,0,2,2
"TELLURIDE CO",-107.8138123,37.93754578,2,1,1,0
"TEMECULA CA",-117.1428146,33.48790741,109,33,24,52
"TEMPE AZ",-111.9108276,33.41504288,1328,340,362,626
"TEMPLE CITY CA",-118.0596924,34.10735321,19,3,8,8
"TEMPLE TX",-97.34354401,31.09850502,129,35,37,57
"TENAFLY NJ",-73.9623642,40.92551041,9,3,5,1
"TERRE HAUTE IN",-87.41414642,39.46681976,139,36,31,72
"TERRELL TX",-96.27573395,32.73627472,4,0,2,2
"TEUTOPOLIS IL",-88.47222137,39.13311386,4,0,0,4
"TEWKSBURY MA",-71.23313904,42.61103439,166,48,35,83
"TEXARKANA AR",-94.03818512,33.44210052,13,3,3,7
"TEXARKANA TX",-94.04785156,33.42536545,32,6,16,10
"TEXAS CITY TX",-94.90317535,29.38432312,7,2,1,4
"TEXHOMA OK",-101.7831192,36.50521851,5,1,0,4
"THATCHER AZ",-109.7611008,32.84925461,1,0,1,0
"THAYER MO",-91.53848267,36.52465439,1,0,0,1
"THE DALLES OR",-121.1804581,45.59422684,8,3,2,3
"THE VILLAGE OK",-97.55195618,35.56108093,4,2,1,1
"THIBODAUX LA",-90.82309723,29.79626465,20,7,4,9
"THIEF RIVER FALLS MN",-96.18167114,48.11899567,4,0,0,4
"THOMASTON CT",-73.07209778,41.67415237,1,0,1,0
"THOMASTON GA",-84.32656097,32.888237,3,1,0,2
"THOMASVILLE AL",-87.73569489,31.91395187,2,0,0,2
"THOMASVILLE GA",-83.97835541,30.8371582,16,5,7,4
"THOMASVILLE NC",-80.08161163,35.88302994,8,2,4,2
"THOMPSON ND",-97.10613251,47.77650833,1,0,1,0
"THOMSON GA",-82.50429535,33.47103119,1,0,0,1
"THORNTON CO",-104.9727631,39.86811829,158,29,55,74
"THORNTOWN IN",-86.6064682,40.1297493,1,0,0,1
"THOUSAND OAKS CA",-118.8398514,34.17078018,70,16,22,32
"THREE LAKES WI",-89.16351318,45.79806519,1,1,0,0
"THREE OAKS MI",-86.61090088,41.7985611,7,3,1,3
"THREE RIVERS MI",-85.63246918,41.94419861,60,18,27,15
"THREE RIVERS TX",-98.17991638,28.46170235,6,1,1,4
"TIBURON CA",-122.4590607,37.87349701,9,0,3,6
"TIFFIN IA",-91.66307831,41.70594788,1,0,0,1
"TIFFIN OH",-83.17781067,41.11477661,8,2,3,3
"TIFTON GA",-83.508255,31.4508934,8,2,1,5
"TIGARD OR",-122.7737198,45.4310112,72,25,20,27
"TIGER GA",-83.43260956,34.84734344,2,0,1,1
"TIJERAS NM",-106.3882523,35.07998657,1,0,1,0
"TILLAMOOK OR",-123.8468399,45.45576096,9,0,3,6
"TILTON NH",-71.59250641,43.44886398,1,0,0,1
"TIMPSON TX",-94.39550781,31.90409851,7,3,0,4
"TINLEY PARK IL",-87.78465271,41.57352448,24,10,9,5
"TIPP CITY OH",-84.17195892,39.95846939,10,5,4,1
"TIPTON IN",-86.0413208,40.28222275,4,1,1,2
"TITUSVILLE FL",-80.80722809,28.61296272,7,3,1,3
"TITUSVILLE PA",-79.67320251,41.62724304,5,1,1,3
"TOBYHANNA PA",-75.41635132,41.17760086,1,0,1,0
"TOCCOA GA",-83.33230591,34.5774498,2,1,0,1
"TOLEDO IA",-92.58429718,41.99272537,2,0,2,0
"TOLEDO OH",-83.55497742,41.66411591,1429,387,373,669
"TOLLESON AZ",-112.2612381,33.45026016,14,3,3,8
"TOMAH WI",-90.50442505,43.97857666,1,0,0,1
"TOMAHAWK WI",-89.73039246,45.47093964,1,0,0,1
"TOMBALL TX",-95.6162262,30.09776115,63,18,17,28
"TOMBSTONE AZ",-110.0689316,31.71310997,90,31,27,32
"TOMS RIVER NJ",-74.19700623,39.95401382,70,23,18,29
"TONASKET WA",-119.4414749,48.70505142,1,0,1,0
"TONAWANDA NY",-78.88004303,43.02050018,18,2,8,8
"TONKAWA OK",-97.3106308,36.67843628,6,1,3,2
"TOOELE UT",-112.3005066,40.53457642,73,18,23,32
"TOPEKA KS",-95.67857361,39.04813766,497,141,137,219
"TOPPENISH WA",-120.3111954,46.37686539,36,11,7,18
"TOPSFIELD MA",-70.94822693,42.6378746,4,1,2,1
"TORONTO KS",-95.94944,37.79908752,90,23,17,50
"TORONTO OH",-80.60319519,40.46689606,7,1,0,6
"TORRANCE CA",-118.3428345,33.8359642,309,76,101,132
"TORRINGTON CT",-73.12056732,41.80105209,175,48,47,80
"TORRINGTON WY",-104.1826859,42.06502533,13,8,3,2
"TOWANDA KS",-97.00056458,37.79741669,1,1,0,0
"TOWER MN",-92.27474976,47.80524826,1,1,0,0
"TOWNSEND MA",-71.7042923,42.66703415,1,0,0,1
"TOWNSEND TN",-83.75569153,35.67550278,1,0,1,0
"TRACY CA",-121.427269,37.73949814,36,8,11,17
"TRAPPE MD",-76.05755615,38.65869522,3,0,2,1
"TRAVELERS REST SC",-82.44297028,34.96780014,12,2,2,8
"TRAVERSE CITY MI",-85.6207962,44.76324844,152,39,55,58
"TREASURE ISLAND FL",-82.76873779,27.76968193,13,4,1,8
"TREMONT IL",-89.49304199,40.52783585,10,2,4,4
"TREMONTON UT",-112.1671677,41.71178055,1,0,0,1
"TRENTON FL",-82.81704712,29.61356735,13,2,5,6
"TRENTON IL",-89.68222809,38.60559845,3,0,2,1
"TRENTON MI",-83.17776489,42.13973236,5,0,2,3
"TRENTON NJ",-74.74206543,40.21709442,264,53,85,126
"TRENTON OH",-84.45779419,39.48095703,12,4,0,8
"TRINIDAD CO",-104.5080338,37.17304611,3,0,1,2
"TRIPOLI IA",-92.25856781,42.80789948,1,0,0,1
"TROUP TX",-95.12340546,32.14391708,1,0,0,1
"TROY AL",-85.97013855,31.80913544,15,5,5,5
"TROY KS",-95.09043121,39.78313828,1,0,0,1
"TROY MI",-83.14983368,42.60589218,63,17,19,27
"TROY MO",-90.98098755,38.979702,139,48,39,52
"TROY NY",-73.69088745,42.72839737,83,22,26,35
"TROY OH",-84.20330811,40.03966141,361,118,116,127
"TRUCKEE CA",-120.1852493,39.32775879,13,4,3,6
"TRUMANN AR",-90.5122757,35.67847824,4,1,2,1
"TRUMANSBURG NY",-76.66526794,42.54250717,7,1,2,4
"TRUMBULL CT",-73.1999588,41.24323654,1,1,0,0
"TRUSSVILLE AL",-86.61297607,33.62001419,4,1,2,1
"TRUTH OR CONSEQUENCES NM",-107.2433853,33.13360596,14,1,5,8
"TRYON NC",-82.23826599,35.20822144,19,3,7,9
"TUCKAHOE NY",-73.82630157,40.95046616,15,3,3,9
"TUCKER GA",-84.21690369,33.85486603,16,5,6,5
"TUCKERTON NJ",-74.3393631,39.60338211,6,2,1,3
"TUCSON AZ",-110.9277954,32.22209167,2148,586,643,919
"TUKWILA WA",-122.26371,47.47369385,4,1,2,1
"TULARE CA",-119.3488922,36.20763016,27,4,11,12
"TULIA TX",-101.7592316,34.53606033,1,0,1,0
"TULLAHOMA TN",-86.20916748,35.36205673,8,1,3,4
"TULSA OK",-95.98488617,36.1603241,1376,359,402,615
"TUMWATER WA",-122.9116669,47.00710678,19,5,7,7
"TUNKHANNOCK PA",-75.94562531,41.5386734,7,0,2,5
"TUPELO MS",-88.71934509,34.26508713,57,18,14,25
"TUPPER LAKE NY",-74.46309662,44.22465134,1,1,0,0
"TURLOCK CA",-120.8488617,37.49431229,46,12,12,22
"TURTLE CREEK PA",-79.8516922,40.39013672,11,5,0,6
"TUSCALOOSA AL",-87.56897736,33.21024704,572,156,170,246
"TUSCUMBIA AL",-87.70251465,34.73139191,9,5,2,2
"TUSKEGEE AL",-85.69181061,32.42424011,8,1,2,5
"TUSTIN CA",-117.8277283,33.74598312,45,13,12,20
"TUTTLE OK",-97.82015991,35.29173279,12,3,3,6
"TWENTYNINE PALMS CA",-116.055397,34.13557053,28,3,9,16
"TWIN FALLS ID",-114.4627686,42.56301498,83,19,31,33
"TWIN OAKS MO",-90.49687958,38.56483841,1,1,0,0
"TWINSBURG OH",-81.43978882,41.3127594,6,5,0,1
"TWO RIVERS WI",-87.56972504,44.15388107,1,0,0,1
"TYLER TX",-95.3013916,32.35176468,189,55,44,90
"TYRONE GA",-84.59676361,33.47140121,3,1,1,1
"TYRONE PA",-78.23786926,40.67061996,3,0,2,1
"UHRICHSVILLE OH",-81.34598541,40.3932991,1,0,0,1
"UKIAH CA",-123.2104721,39.15015793,27,6,4,17
"UNION BEACH NJ",-74.17740631,40.44681931,1,0,0,1
"UNION BRIDGE MD",-77.17628479,39.56907654,3,1,0,2
"UNION CITY CA",-122.0214462,37.59539032,35,12,7,16
"UNION CITY GA",-84.55107117,33.58210373,4,0,3,1
"UNION CITY NJ",-74.02296448,40.77968979,13,4,6,3
"UNION CITY OH",-84.80506134,40.19968414,1,1,0,0
"UNION CITY PA",-79.84510803,41.89942551,1,1,0,0
"UNION CITY TN",-89.05702972,36.42431259,2,1,0,1
"UNION KY",-84.68045044,38.94612122,12,4,4,4
"UNION ME",-69.27328491,44.21183395,10,3,4,3
"UNION MO",-91.00618744,38.44558716,35,9,13,13
"UNION NJ",-74.26235199,40.69780731,18,2,7,9
"UNION SC",-81.62347412,34.71575165,3,0,1,2
"UNION STAR MO",-94.59474945,39.98047638,1,0,0,1
"UNIONTOWN AL",-87.51420593,32.44990921,1,1,0,0
"UNIONTOWN PA",-79.7276535,39.89894104,31,12,9,10
"UNIONVILLE PA",-77.93852234,40.5169906633333,1,0,0,1
"UNIVERSAL CITY TX",-98.29141235,29.54836273,16,5,3,8
"UNIVERSITY CITY MO",-90.33391571,38.66000748,852,287,196,369
"UNIVERSITY HEIGHTS OH",-81.5369873,41.49779892,18,4,7,7
"UNIVERSITY PLACE WA",-122.5529404,47.2352562,21,8,5,8
"UPLAND CA",-117.6498413,34.09745026,43,7,17,19
"UPPER ARLINGTON OH",-83.06159973,39.99918365,4,2,1,1
"UPPER DARBY PA",-75.27319336,39.92858124,34,7,11,16
"UPPER MARLBORO MD",-76.74905396,38.81620026,88,27,22,39
"UPPER SADDLE RIVER NJ",-74.09785461,41.05847168,1,0,0,1
"UPPER SANDUSKY OH",-83.28137207,40.82746506,3,1,0,2
"UPTON MA",-71.60129547,42.17463303,1,0,0,1
"URBANA IL",-88.20746613,40.11079025,408,128,119,161
"URBANA OH",-83.75213623,40.10844803,12,4,3,5
"URBANDALE IA",-93.71256256,41.62665176,10,3,2,5
"UTICA MI",-83.03349304,42.62604141,1,0,1,0
"UTICA NY",-75.23220062,43.10119629,51,14,14,23
"UVALDA GA",-82.50778961,32.03624725,1,0,0,1
"UVALDE TX",-99.78696442,29.20999336,36,8,8,20
"VACAVILLE CA",-121.9900284,38.35633469,90,34,29,27
"VADER WA",-122.962738,46.40246582,21,4,9,8
"VADNAIS HEIGHTS MN",-93.07452393,45.05739975,4,0,2,2
"VALDESE NC",-81.56863403,35.74153519,1,1,0,0
"VALDEZ AK",-146.3392181,61.13446426,20,6,4,10
"VALDOSTA GA",-83.27806854,30.83293533,407,101,131,175
"VALIER IL",-89.04284668,38.01522064,3,1,1,1
"VALLEJO CA",-122.2594299,38.1039505,323,88,97,138
"VALLEY AL",-85.17531586,32.81519318,13,7,5,1
"VALLEY CENTER KS",-97.37397003,37.83451462,2,0,0,2
"VALLEY PARK MO",-90.49259186,38.54935455,1,0,1,0
"VALLEY STREAM NY",-73.70756531,40.66439819,10,3,2,5
"VALMEYER IL",-90.315979,38.29438782,4,1,2,1
"VALPARAISO FL",-86.49382019,30.51258087,1,0,1,0
"VALPARAISO IN",-87.05838013,41.46813583,77,23,26,28
"VAN ALSTYNE TX",-96.57787323,33.42159271,2,1,1,0
"VAN BUREN AR",-94.34884644,35.43715286,1,0,1,0
"VAN BUREN IN",-85.5044632,40.61747742,2,2,0,0
"VAN BUREN MO",-91.01494598,36.99590302,1,0,1,0
"VAN METER IA",-93.95458984,41.53206253,1,0,1,0
"VAN TX",-95.63737488,32.52528,2,0,2,0
"VAN WERT OH",-84.58428955,40.86948395,1,1,0,0
"VANCOUVER WA",-122.6816559,45.63534164,667,198,170,299
"VANDALIA IL",-89.09368896,38.96084595,2,1,0,1
"VANDALIA MO",-91.48904419,39.31077194,1,0,1,0
"VANDALIA OH",-84.19855499,39.89054871,3,1,0,2
"VARDAMAN MS",-89.17769623,33.87607956,3,0,1,2
"VARNADO LA",-89.82972717,30.89409256,28,5,11,12
"VARNELL GA",-84.97011566,34.90238953,1,0,1,0
"VARNVILLE SC",-81.07863617,32.85089874,19,3,11,5
"VENETA OR",-123.3538208,44.04835129,7,3,2,2
"VENICE FL",-82.45388031,27.10065269,37,10,12,15
"VERDON NE",-95.71338654,40.14810562,2,0,0,2
"VERGENNES VT",-73.25317383,44.16755676,3,2,1,0
"VERMILION OH",-82.36431122,41.42188644,2,2,0,0
"VERMILLION SD",-96.92948914,42.77981949,35,7,10,18
"VERNAL UT",-109.5302963,40.45552444,3,0,3,0
"VERNON AL",-88.10897064,33.75712967,2,0,0,2
"VERNON CT",-72.47887421,41.81890869,2,2,0,0
"VERNON HILLS IL",-87.97944641,42.21946716,2,1,0,1
"VERNON TX",-99.26555634,34.15447235,5,1,2,2
"VERO BEACH FL",-80.39705658,27.63908195,58,14,22,22
"VERONA NJ",-74.23944092,40.83020401,2,0,0,2
"VERONA PA",-79.84282684,40.50643539,6,2,1,3
"VERONA WI",-89.53356171,42.99075699,7,3,1,3
"VERSAILLES KY",-84.73013306,38.05267715,10,3,3,4
"VERSAILLES PA",-79.83054352,40.31568146,3,0,1,2
"VESTAL NY",-76.05289459,42.08543015,9,3,1,5
"VESTAVIA HILLS AL",-86.78768921,33.44869995,12,6,2,4
"VIAN OK",-94.9708252,35.498703,13,3,6,4
"VICKSBURG MS",-90.87818909,32.35280991,95,18,35,42
"VICTOR ID",-111.1136398,43.60249329,1,0,1,0
"VICTORIA TX",-97.00409698,28.80560303,141,35,37,69
"VICTORVILLE CA",-117.2928162,34.53612137,144,46,35,63
"VIDALIA GA",-82.41294098,32.21813965,11,4,2,5
"VIDALIA LA",-91.42620087,31.56594276,1,1,0,0
"VIENNA GA",-83.7951889,32.09189987,1,0,1,0
"VIENNA VA",-77.2645874,38.90164566,161,47,41,73
"VIENNA WV",-81.54671478,39.33840179,20,8,4,8
"VILLA PARK IL",-87.98905182,41.88983536,5,2,1,2
"VILLA RICA GA",-84.91907501,33.73210907,46,14,11,21
"VINALHAVEN ME",-68.81904602,44.04660416,1,0,1,0
"VINCENNES IN",-87.5169754,38.68549347,7,1,2,4
"VINE GROVE KY",-85.98104858,37.81027222,35,12,9,14
"VINELAND NJ",-75.02515411,39.48631668,21,6,4,11
"VINITA OK",-95.15478516,36.63890839,1,0,0,1
"VINTON IA",-92.02865601,42.1633873,1,0,1,0
"VINTON LA",-93.58152008,30.19109917,1,0,0,1
"VIRGINIA BEACH VA",-75.97751617,36.8533783,2454,732,683,1039
"VIRGINIA MN",-92.53681946,47.52297211,1,0,0,1
"VIROQUA WI",-90.8891983,43.55662155,3,0,0,3
"VISALIA CA",-119.2938156,36.33000946,61,18,15,28
"VISTA CA",-117.2447052,33.2000885,92,31,32,29
"VIVIAN LA",-93.98780823,32.87190247,3,0,1,2
"VOLO IL",-88.16824341,42.32604218,4,1,2,1
"VONORE TN",-84.2419281,35.59017944,1,1,0,0
"VOORHEESVILLE NY",-73.92787933,42.6541748,2,1,1,0
"WABBASEKA AR",-91.79612732,34.3609581,1,0,0,1
"WACO TX",-97.14704895,31.54987144,298,73,102,123
"WACONIA MN",-93.78717041,44.85052109,2,0,0,2
"WADESBORO NC",-80.07618713,34.96852875,3,0,3,0
"WADSWORTH IL",-87.92391968,42.4287262,1,0,1,0
"WADSWORTH OH",-81.7297821,41.02577972,5,1,0,4
"WAGNER SD",-98.29380798,43.08109283,1,0,0,1
"WAGONER OK",-95.37010193,35.95982361,2,0,2,0
"WAGRAM NC",-79.36548615,34.88830948,3,0,0,3
"WAHPETON ND",-96.6032486,46.26345062,1,0,1,0
"WAITE PARK MN",-94.224823,45.55731201,304,88,66,150
"WAKE FOREST NC",-78.50919342,35.98039246,97,32,32,33
"WAKEFIELD MA",-71.07489014,42.51018906,67,11,24,32
"WALDOBORO ME",-69.37466431,44.09539795,22,7,9,6
"WALDWICK NJ",-74.11700439,41.01090622,1,0,1,0
"WALES WI",-88.37697601,43.00463104,1,0,1,0
"WALHALLA SC",-83.06377411,34.76495743,1,0,1,0
"WALKER LA",-92.58390808,32.19055176,1,1,0,0
"WALKER MI",-85.7684021,43.00150299,3,1,1,1
"WALKERSVILLE MD",-77.35131073,39.48646164,4,1,1,2
"WALKERTOWN NC",-80.15262604,36.17556,10,4,4,2
"WALLA WALLA WA",-118.3452072,46.06405258,44,10,13,21
"WALLACE NC",-77.99450684,34.73618317,2,0,2,0
"WALLED LAKE MI",-83.4806366,42.53804779,5,1,2,2
"WALLER TX",-95.92726135,30.05709457,3,1,0,2
"WALLINGFORD CT",-72.82215118,41.45715332,17,4,9,4
"WALLS MS",-90.15171814,34.95790863,1,0,1,0
"WALNUT CA",-117.866745,34.02024841,1,0,0,1
"WALNUT CREEK CA",-122.0670624,37.90636826,62,15,17,30
"WALNUT HILL IL",-89.04346466,38.47752762,2,0,0,2
"WALNUT RIDGE AR",-90.95601654,36.06839371,2,0,1,1
"WALNUT SPRINGS TX",-97.75035095,32.05815125,1,0,1,0
"WALPOLE MA",-71.2485199,42.14173889,74,16,25,33
"WALTERBORO SC",-80.66620636,32.90554047,2,0,0,2
"WALTHAM MA",-71.2346344,42.37656403,64,25,14,25
"WALTHAM ME",-68.33742523,44.70930862,1,0,1,0
"WALTON KY",-84.61334229,38.86997604,6,2,2,2
"WANATAH IN",-86.89819336,41.43061829,3,0,1,2
"WAPAKONETA OH",-84.19355011,40.56769943,2,1,0,1
"WAPPINGERS FALLS NY",-73.91039276,41.59646606,4,1,1,2
"WARDEN WA",-119.0420456,46.96730423,5,0,1,4
"WARDENSVILLE WV",-78.59748077,39.07683945,1,0,0,1
"WARE MA",-72.24856567,42.26243591,66,21,16,29
"WAREHAM MA",-70.68606567,41.76660156,6,2,3,1
"WARM SPRINGS GA",-84.68063354,32.89083862,1,1,0,0
"WARMINSTER PA",-75.09890747,40.20700836,6,2,2,2
"WARNER ROBINS GA",-83.59963989,32.62118149,52,11,14,27
"WARREN AR",-92.06491089,33.61291885,1,1,0,0
"WARREN MI",-83.02783203,42.47764969,1571,481,386,704
"WARREN OH",-80.81771851,41.23757935,30,14,6,10
"WARRENSBURG MO",-93.73639679,38.76289749,51,14,13,24
"WARRENTON MO",-91.14160919,38.81156921,123,38,43,42
"WARRENTON OR",-123.9260635,46.16466522,7,4,1,2
"WARRENTON VA",-77.79475403,38.71380615,168,45,55,68
"WARRINGTON PA",-75.13303375,40.24938202,1,0,0,1
"WARRIOR AL",-86.80948639,33.81428528,1,1,0,0
"WARSAW IN",-85.85310364,41.23810196,12,4,1,7
"WARSAW NC",-78.09035492,34.99985886,18,5,4,9
"WARSAW NY",-78.13197327,42.74021912,4,1,1,2
"WARTRACE TN",-86.33337402,35.5274086,1,0,0,1
"WARWICK NY",-74.35926819,41.25672531,12,5,2,5
"WARWICK PA",-75.78286743,40.16508102,1,0,1,0
"WARWICK RI",-71.37738037,41.69232941,54,12,16,26
"WASCO CA",-119.3427811,35.59425735,12,2,2,8
"WASHBURN MO",-93.96649933,36.58715439,2,2,0,0
"WASHINGTON COURT HOUSE OH",-83.43916321,39.53675079,1,1,0,0
"WASHINGTON DC",-77.01257324,38.88911819,59813,17266,15679,26868
"WASHINGTON IA",-91.69322205,41.29916,1,0,1,0
"WASHINGTON IL",-89.40994263,40.70514297,4,0,4,0
"WASHINGTON LA",-92.05741119,30.6164608,1,1,0,0
"WASHINGTON MO",-91.01213074,38.55807495,535,180,107,248
"WASHINGTON NC",-77.05869293,35.54986954,1,1,0,0
"WASHINGTON NJ",-74.97875977,40.75879669,1,0,1,0
"WASHINGTON PA",-80.24552155,40.17398453,23,3,8,12
"WASHINGTON UT",-113.5095291,37.13038635,6,1,1,4
"WASHOUGAL WA",-122.3545303,45.58441925,28,5,11,12
"WASILLA AK",-149.4517059,61.58290482,128,38,35,55
"WATERBURY CT",-73.05029297,41.55849075,56,15,17,24
"WATERFORD WI",-88.21479797,42.76306152,5,2,1,2
